From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs	Gene Ontology (cellular component)	Gene Ontology (molecular function)
Q86U17	Q86U17	reviewed	SPA11_HUMAN	Serpin A11	SERPINA11	Homo sapiens (Human)	422		extracellular space [GO:0005615]; serine-type endopeptidase inhibitor activity [GO:0004867]	GO:0004867; GO:0005615	extracellular space [GO:0005615]	serine-type endopeptidase inhibitor activity [GO:0004867]
Q86UD1	Q86UD1	reviewed	OAF_HUMAN	Out at first protein homolog (HCV NS5A-transactivated protein 13 target protein 2)	OAF NS5ATP13TP2	Homo sapiens (Human)	273					
Q86UN3	Q86UN3	reviewed	R4RL2_HUMAN	Reticulon-4 receptor-like 2 (Nogo receptor-like 3) (Nogo-66 receptor homolog 1) (Nogo-66 receptor-related protein 2) (NgR2)	RTN4RL2 NGRH1 NGRL3	Homo sapiens (Human)	420	axon regeneration [GO:0031103]; cell surface receptor signaling pathway [GO:0007166]; negative regulation of neuron projection development [GO:0010977]	axon [GO:0030424]; cell surface [GO:0009986]; dendrite [GO:0030425]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane raft [GO:0045121]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; signaling receptor activity [GO:0038023]; axon regeneration [GO:0031103]; cell surface receptor signaling pathway [GO:0007166]; negative regulation of neuron projection development [GO:0010977]	GO:0005576; GO:0005615; GO:0005886; GO:0007166; GO:0009897; GO:0009986; GO:0010977; GO:0030424; GO:0030425; GO:0031012; GO:0031103; GO:0038023; GO:0043005; GO:0043204; GO:0045121; GO:0070062	axon [GO:0030424]; cell surface [GO:0009986]; dendrite [GO:0030425]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane raft [GO:0045121]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]	signaling receptor activity [GO:0038023]
Q86UX7	Q86UX7	reviewed	URP2_HUMAN	Fermitin family homolog 3 (Kindlin-3) (MIG2-like protein) (Unc-112-related protein 2)	FERMT3 KIND3 MIG2B URP2	Homo sapiens (Human)	667	cell-matrix adhesion [GO:0007160]; integrin activation [GO:0033622]; integrin-mediated signaling pathway [GO:0007229]; leukocyte cell-cell adhesion [GO:0007159]; platelet aggregation [GO:0070527]; positive regulation of cell migration [GO:0030335]; regulation of cell-cell adhesion mediated by integrin [GO:0033632]; substrate adhesion-dependent cell spreading [GO:0034446]	cell projection [GO:0042995]; cell-substrate junction [GO:0030055]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; membrane [GO:0016020]; platelet alpha granule lumen [GO:0031093]; podosome [GO:0002102]; integrin binding [GO:0005178]; lipid binding [GO:0008289]; cell-matrix adhesion [GO:0007160]; integrin activation [GO:0033622]; integrin-mediated signaling pathway [GO:0007229]; leukocyte cell-cell adhesion [GO:0007159]; platelet aggregation [GO:0070527]; positive regulation of cell migration [GO:0030335]; regulation of cell-cell adhesion mediated by integrin [GO:0033632]; substrate adhesion-dependent cell spreading [GO:0034446]	GO:0002102; GO:0005178; GO:0005576; GO:0007159; GO:0007160; GO:0007229; GO:0008289; GO:0016020; GO:0030055; GO:0030335; GO:0031093; GO:0033622; GO:0033632; GO:0034446; GO:0042995; GO:0070062; GO:0070527	cell projection [GO:0042995]; cell-substrate junction [GO:0030055]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; membrane [GO:0016020]; platelet alpha granule lumen [GO:0031093]; podosome [GO:0002102]	integrin binding [GO:0005178]; lipid binding [GO:0008289]
Q86V81	Q86V81	reviewed	THOC4_HUMAN	THO complex subunit 4 (Tho4) (Ally of AML-1 and LEF-1) (Aly/REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing factor BEF)	ALYREF ALY BEF THOC4	Homo sapiens (Human)	257	mRNA export from nucleus [GO:0006406]; mRNA processing [GO:0006397]; osteoblast differentiation [GO:0001649]; RNA export from nucleus [GO:0006405]; RNA splicing [GO:0008380]	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription export complex [GO:0000346]; C5-methylcytidine-containing RNA reader activity [GO:0062153]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; mRNA export from nucleus [GO:0006406]; mRNA processing [GO:0006397]; osteoblast differentiation [GO:0001649]; RNA export from nucleus [GO:0006405]; RNA splicing [GO:0008380]	GO:0000346; GO:0001649; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006397; GO:0006405; GO:0006406; GO:0008380; GO:0016020; GO:0016607; GO:0062153; GO:0070062; GO:0071013	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription export complex [GO:0000346]	C5-methylcytidine-containing RNA reader activity [GO:0062153]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]
Q86VB7	Q86VB7	reviewed	C163A_HUMAN	Scavenger receptor cysteine-rich type 1 protein M130 (Hemoglobin scavenger receptor) (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]	CD163 M130	Homo sapiens (Human)	1156	acute-phase response [GO:0006953]	cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; scaffold protein binding [GO:0097110]; scavenger receptor activity [GO:0005044]; acute-phase response [GO:0006953]	GO:0005044; GO:0005576; GO:0005829; GO:0005886; GO:0006953; GO:0009897; GO:0030666; GO:0097110	cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]	scaffold protein binding [GO:0097110]; scavenger receptor activity [GO:0005044]
Q86YZ3	Q86YZ3	reviewed	HORN_HUMAN	Hornerin	HRNR S100A18	Homo sapiens (Human)	2850	cell envelope organization [GO:0043163]; establishment of skin barrier [GO:0061436]; keratinization [GO:0031424]	azurophil granule lumen [GO:0035578]; collagen-containing extracellular matrix [GO:0062023]; cornified envelope [GO:0001533]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; keratohyalin granule [GO:0036457]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; calcium ion binding [GO:0005509]; transition metal ion binding [GO:0046914]; cell envelope organization [GO:0043163]; establishment of skin barrier [GO:0061436]; keratinization [GO:0031424]	GO:0001533; GO:0005509; GO:0005576; GO:0005634; GO:0005737; GO:0031424; GO:0035578; GO:0036457; GO:0043163; GO:0046914; GO:0048471; GO:0061436; GO:0062023; GO:0070062	azurophil granule lumen [GO:0035578]; collagen-containing extracellular matrix [GO:0062023]; cornified envelope [GO:0001533]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; keratohyalin granule [GO:0036457]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]	calcium ion binding [GO:0005509]; transition metal ion binding [GO:0046914]
Q8IUL8	Q8IUL8	reviewed	CILP2_HUMAN	Cartilage intermediate layer protein 2 (CILP-2) [Cleaved into: Cartilage intermediate layer protein 2 C1; Cartilage intermediate layer protein 2 C2]	CILP2	Homo sapiens (Human)	1156		extracellular exosome [GO:0070062]; extracellular space [GO:0005615]	GO:0005615; GO:0070062	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]	
Q8IWV2	Q8IWV2	reviewed	CNTN4_HUMAN	Contactin-4 (Brain-derived immunoglobulin superfamily protein 2) (BIG-2)	CNTN4	Homo sapiens (Human)	1026	axon guidance [GO:0007411]; axonal fasciculation [GO:0007413]; axonogenesis [GO:0007409]; brain development [GO:0007420]; dendrite self-avoidance [GO:0070593]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of neuron differentiation [GO:0045665]; nervous system development [GO:0007399]; neuron cell-cell adhesion [GO:0007158]; neuron projection development [GO:0031175]; regulation of synaptic plasticity [GO:0048167]; synapse organization [GO:0050808]	axon [GO:0030424]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; synapse [GO:0045202]; cell-cell adhesion mediator activity [GO:0098632]; axon guidance [GO:0007411]; axonal fasciculation [GO:0007413]; axonogenesis [GO:0007409]; brain development [GO:0007420]; dendrite self-avoidance [GO:0070593]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of neuron differentiation [GO:0045665]; nervous system development [GO:0007399]; neuron cell-cell adhesion [GO:0007158]; neuron projection development [GO:0031175]; regulation of synaptic plasticity [GO:0048167]; synapse organization [GO:0050808]	GO:0005576; GO:0005886; GO:0007156; GO:0007158; GO:0007399; GO:0007409; GO:0007411; GO:0007413; GO:0007420; GO:0030424; GO:0031175; GO:0045202; GO:0045665; GO:0048167; GO:0050808; GO:0070593; GO:0098552; GO:0098632	axon [GO:0030424]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; synapse [GO:0045202]	cell-cell adhesion mediator activity [GO:0098632]
Q8IXL6	Q8IXL6	reviewed	FA20C_HUMAN	Extracellular serine/threonine protein kinase FAM20C (EC 2.7.11.1) (Dentin matrix protein 4) (DMP-4) (Golgi casein kinase) (Golgi-enriched fraction casein kinase) (GEF-CK)	FAM20C DMP4	Homo sapiens (Human)	584	biomineral tissue development [GO:0031214]; dentinogenesis [GO:0097187]; enamel mineralization [GO:0070166]; odontoblast differentiation [GO:0071895]; osteoclast maturation [GO:0036179]; positive regulation of bone mineralization [GO:0030501]; positive regulation of osteoblast differentiation [GO:0045669]; post-translational protein modification [GO:0043687]; protein phosphorylation [GO:0006468]; regulation of fibroblast growth factor receptor signaling pathway [GO:0040036]; regulation of phosphorus metabolic process [GO:0051174]	endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; manganese ion binding [GO:0030145]; protease binding [GO:0002020]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; biomineral tissue development [GO:0031214]; dentinogenesis [GO:0097187]; enamel mineralization [GO:0070166]; odontoblast differentiation [GO:0071895]; osteoclast maturation [GO:0036179]; positive regulation of bone mineralization [GO:0030501]; positive regulation of osteoblast differentiation [GO:0045669]; post-translational protein modification [GO:0043687]; protein phosphorylation [GO:0006468]; regulation of fibroblast growth factor receptor signaling pathway [GO:0040036]; regulation of phosphorus metabolic process [GO:0051174]	GO:0000139; GO:0002020; GO:0004672; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005509; GO:0005524; GO:0005615; GO:0005654; GO:0005788; GO:0005794; GO:0006468; GO:0030145; GO:0030501; GO:0031214; GO:0035175; GO:0035402; GO:0035403; GO:0035979; GO:0036179; GO:0040036; GO:0043687; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0045669; GO:0051174; GO:0070062; GO:0070166; GO:0071895; GO:0072354; GO:0072371; GO:0072518; GO:0097187; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1990244	endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; manganese ion binding [GO:0030145]; protease binding [GO:0002020]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
Q8IY81	Q8IY81	reviewed	SPB1_HUMAN	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 (EC 2.1.1.-) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3)	FTSJ3 SB92	Homo sapiens (Human)	847	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; RNA methylation [GO:0001510]; rRNA methylation [GO:0031167]	chromosome [GO:0005694]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]; preribosome, small subunit precursor [GO:0030688]; RNA 2'-O-methyltransferase activity [GO:0062105]; RNA binding [GO:0003723]; rRNA (cytosine-2'-O-)-methyltransferase activity [GO:0070677]; rRNA (guanine) methyltransferase activity [GO:0016435]; rRNA (guanosine-2'-O-)-methyltransferase activity [GO:0070039]; rRNA (uridine-2'-O-)-methyltransferase activity [GO:0008650]; maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; RNA methylation [GO:0001510]; rRNA methylation [GO:0031167]	GO:0000463; GO:0000466; GO:0001510; GO:0003723; GO:0005654; GO:0005694; GO:0005730; GO:0008650; GO:0016435; GO:0030687; GO:0030688; GO:0031167; GO:0062105; GO:0070039; GO:0070677	chromosome [GO:0005694]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]; preribosome, small subunit precursor [GO:0030688]	RNA 2'-O-methyltransferase activity [GO:0062105]; RNA binding [GO:0003723]; rRNA (cytosine-2'-O-)-methyltransferase activity [GO:0070677]; rRNA (guanine) methyltransferase activity [GO:0016435]; rRNA (guanosine-2'-O-)-methyltransferase activity [GO:0070039]; rRNA (uridine-2'-O-)-methyltransferase activity [GO:0008650]
Q8IYS5	Q8IYS5	reviewed	OSCAR_HUMAN	Osteoclast-associated immunoglobulin-like receptor (Osteoclast-associated receptor) (hOSCAR) (Polymeric immunoglobulin receptor 3) (PIgR-3) (PIgR3) (Poly-Ig receptor 3)	OSCAR	Homo sapiens (Human)	282	immune response-regulating signaling pathway [GO:0002764]; osteoclast differentiation [GO:0030316]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]; collagen receptor activity [GO:0038064]; immune response-regulating signaling pathway [GO:0002764]; osteoclast differentiation [GO:0030316]	GO:0002764; GO:0005576; GO:0005886; GO:0030316; GO:0035580; GO:0038064; GO:0070062; GO:1904724	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]	collagen receptor activity [GO:0038064]
Q8N6C8	Q8N6C8	reviewed	LIRA3_HUMAN	Leukocyte immunoglobulin-like receptor subfamily A member 3 (CD85 antigen-like family member E) (Immunoglobulin-like transcript 6) (ILT-6) (Leukocyte immunoglobulin-like receptor 4) (LIR-4) (Monocyte inhibitory receptor HM43/HM31) (CD antigen CD85e)	LILRA3 ILT6 LIR4	Homo sapiens (Human)	439	adaptive immune response [GO:0002250]; immune response-regulating signaling pathway [GO:0002764]; interleukin-10-mediated signaling pathway [GO:0140105]	extracellular region [GO:0005576]; ficolin-1-rich granule membrane [GO:0101003]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]; inhibitory MHC class I receptor activity [GO:0032396]; adaptive immune response [GO:0002250]; immune response-regulating signaling pathway [GO:0002764]; interleukin-10-mediated signaling pathway [GO:0140105]	GO:0002250; GO:0002764; GO:0005576; GO:0005886; GO:0032396; GO:0035579; GO:0070821; GO:0101003; GO:0140105	extracellular region [GO:0005576]; ficolin-1-rich granule membrane [GO:0101003]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]	inhibitory MHC class I receptor activity [GO:0032396]
Q8N8U3	Q8N8U3	reviewed	RTL3_HUMAN	Retrotransposon Gag-like protein 3 (Zinc finger CCHC domain-containing protein 5)	RTL3 MAR3 MART3 ZCCHC5	Homo sapiens (Human)	475		nucleus [GO:0005634]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	GO:0003676; GO:0005634; GO:0008270	nucleus [GO:0005634]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
Q8NBJ4	Q8NBJ4	reviewed	GOLM1_HUMAN	Golgi membrane protein 1 (Golgi membrane protein GP73) (Golgi phosphoprotein 2)	GOLM1 C9orf155 GOLPH2 PSEC0242 UNQ686/PRO1326	Homo sapiens (Human)	401	nucleus organization [GO:0006997]; regulation of lipid metabolic process [GO:0019216]	endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; nucleus organization [GO:0006997]; regulation of lipid metabolic process [GO:0019216]	GO:0005615; GO:0005788; GO:0005794; GO:0005886; GO:0006997; GO:0019216	endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]	
Q8NBP7	Q8NBP7	reviewed	PCSK9_HUMAN	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9 NARC1 PSEC0052	Homo sapiens (Human)	692	apoptotic process [GO:0006915]; cellular response to insulin stimulus [GO:0032869]; cellular response to starvation [GO:0009267]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; kidney development [GO:0001822]; lipoprotein metabolic process [GO:0042157]; liver development [GO:0001889]; low-density lipoprotein particle receptor catabolic process [GO:0032802]; lysosomal transport [GO:0007041]; negative regulation of low-density lipoprotein particle clearance [GO:0010989]; negative regulation of low-density lipoprotein particle receptor binding [GO:1905596]; negative regulation of low-density lipoprotein receptor activity [GO:1905598]; negative regulation of receptor internalization [GO:0002091]; negative regulation of receptor recycling [GO:0001920]; negative regulation of receptor-mediated endocytosis involved in cholesterol transport [GO:1905601]; negative regulation of sodium ion transmembrane transporter activity [GO:2000650]; neurogenesis [GO:0022008]; neuron differentiation [GO:0030182]; phospholipid metabolic process [GO:0006644]; positive regulation of low-density lipoprotein particle receptor catabolic process [GO:0032805]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of receptor internalization [GO:0002092]; protein autoprocessing [GO:0016540]; regulation of neuron apoptotic process [GO:0043523]; regulation of signaling receptor activity [GO:0010469]; triglyceride metabolic process [GO:0006641]	cell surface [GO:0009986]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; endolysosome membrane [GO:0036020]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of external side of plasma membrane [GO:0031232]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; PCSK9-AnxA2 complex [GO:1990667]; PCSK9-LDLR complex [GO:1990666]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; apolipoprotein binding [GO:0034185]; apolipoprotein receptor binding [GO:0034190]; low-density lipoprotein particle binding [GO:0030169]; low-density lipoprotein particle receptor binding [GO:0050750]; RNA binding [GO:0003723]; serine-type endopeptidase activity [GO:0004252]; signaling receptor inhibitor activity [GO:0030547]; sodium channel inhibitor activity [GO:0019871]; very-low-density lipoprotein particle binding [GO:0034189]; very-low-density lipoprotein particle receptor binding [GO:0070326]; apoptotic process [GO:0006915]; cellular response to insulin stimulus [GO:0032869]; cellular response to starvation [GO:0009267]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; kidney development [GO:0001822]; lipoprotein metabolic process [GO:0042157]; liver development [GO:0001889]; low-density lipoprotein particle receptor catabolic process [GO:0032802]; lysosomal transport [GO:0007041]; negative regulation of low-density lipoprotein particle clearance [GO:0010989]; negative regulation of low-density lipoprotein particle receptor binding [GO:1905596]; negative regulation of low-density lipoprotein receptor activity [GO:1905598]; negative regulation of receptor internalization [GO:0002091]; negative regulation of receptor recycling [GO:0001920]; negative regulation of receptor-mediated endocytosis involved in cholesterol transport [GO:1905601]; negative regulation of sodium ion transmembrane transporter activity [GO:2000650]; neurogenesis [GO:0022008]; neuron differentiation [GO:0030182]; phospholipid metabolic process [GO:0006644]; positive regulation of low-density lipoprotein particle receptor catabolic process [GO:0032805]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of receptor internalization [GO:0002092]; protein autoprocessing [GO:0016540]; regulation of neuron apoptotic process [GO:0043523]; regulation of signaling receptor activity [GO:0010469]; triglyceride metabolic process [GO:0006641]	GO:0001822; GO:0001889; GO:0001920; GO:0002091; GO:0002092; GO:0003723; GO:0004252; GO:0005576; GO:0005615; GO:0005737; GO:0005764; GO:0005765; GO:0005769; GO:0005770; GO:0005783; GO:0005788; GO:0005794; GO:0005886; GO:0006641; GO:0006644; GO:0006915; GO:0007041; GO:0008203; GO:0009267; GO:0009986; GO:0010469; GO:0010989; GO:0016540; GO:0019871; GO:0022008; GO:0030134; GO:0030169; GO:0030182; GO:0030547; GO:0031232; GO:0032802; GO:0032805; GO:0032869; GO:0034185; GO:0034189; GO:0034190; GO:0036020; GO:0042157; GO:0042632; GO:0043523; GO:0043525; GO:0048471; GO:0050750; GO:0070326; GO:1905596; GO:1905598; GO:1905601; GO:1990666; GO:1990667; GO:2000650	cell surface [GO:0009986]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; endolysosome membrane [GO:0036020]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of external side of plasma membrane [GO:0031232]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; PCSK9-AnxA2 complex [GO:1990667]; PCSK9-LDLR complex [GO:1990666]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]	apolipoprotein binding [GO:0034185]; apolipoprotein receptor binding [GO:0034190]; low-density lipoprotein particle binding [GO:0030169]; low-density lipoprotein particle receptor binding [GO:0050750]; RNA binding [GO:0003723]; serine-type endopeptidase activity [GO:0004252]; signaling receptor inhibitor activity [GO:0030547]; sodium channel inhibitor activity [GO:0019871]; very-low-density lipoprotein particle binding [GO:0034189]; very-low-density lipoprotein particle receptor binding [GO:0070326]
Q8NI99	Q8NI99	reviewed	ANGL6_HUMAN	Angiopoietin-related protein 6 (Angiopoietin-like protein 6) (Angiopoietin-related growth factor) (Angiopoietin-related protein 5)	ANGPTL6 AGF ARP5 UNQ152/PRO178	Homo sapiens (Human)	470	angiogenesis [GO:0001525]; blood coagulation [GO:0007596]; cell differentiation [GO:0030154]	collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; secretory granule [GO:0030141]; signaling receptor binding [GO:0005102]; angiogenesis [GO:0001525]; blood coagulation [GO:0007596]; cell differentiation [GO:0030154]	GO:0001525; GO:0005102; GO:0005615; GO:0007596; GO:0030141; GO:0030154; GO:0062023; GO:0070062	collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; secretory granule [GO:0030141]	signaling receptor binding [GO:0005102]
